Date,產業ETF,產業ETF推薦,產業ETF比較,產業ETF怎麼選,ETF怎麼選,ETF申購,半導體ETF風險,半導體庫存,半導體漲價,AI股修正,人形機器人ETF,綠能ETF,生技新藥,軍工ETF,航運ETF,能源ETF,金融ETF,5G ETF,新能源ETF,醫療ETF,ETF規模,ETF規模創新高,ETF單位數,ETF折溢價,ETF溢價過高,ETF淨值,ETF資金流入,科技ETF資金流入,ETF泡沫,ETF追高,ETF套牢,現在買半導體ETF會不會太晚,科技股修正,半導體下跌,AI ETF風險,產業ETF風險,產業ETF會賠錢嗎,ETF調整成分股,ETF換股,ETF調節,科技ETF成分股,產業ETF成分股,ETF換股名單,00892,富邦台灣半導體,00891,00935,野村台灣新科技50,中信綠能電動車,00935 除息,00893 淨值,00892 vs 00904,00891 vs 00892
2023-10-22,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,0,0,,27,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,19,0,8,7,0,0,0,0,0,
2023-10-29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,22,0,0,0,,26,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,23,0,16,42,0,0,0,0,0,
2023-11-05,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,25,0,0,26,,26,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,23,0,19,39,0,0,0,0,0,
2023-11-12,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,30,0,0,0,,28,0,0,0,,0,0,0,0,0,,0,0,27,0,0,0,,32,0,22,36,0,0,0,0,0,
2023-11-19,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,,25,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,23,0,15,38,0,0,0,0,0,
2023-11-26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,33,0,0,16,,25,0,0,0,,0,0,0,0,0,,0,0,19,0,0,0,,19,0,11,31,0,0,0,0,0,
2023-12-03,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,0,0,54,20,0,0,34,,37,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,16,0,13,30,0,0,0,0,0,
2023-12-10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,32,0,0,54,,47,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,24,59,18,39,0,0,0,0,0,
2023-12-17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,30,0,0,51,,42,0,0,0,,0,0,0,0,0,,0,0,19,0,0,0,,20,0,18,30,0,0,0,0,0,
2023-12-24,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,17,0,0,29,,38,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,24,0,17,22,0,0,0,0,0,
2023-12-31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,33,0,0,20,,35,0,0,0,,0,0,0,0,0,,0,0,20,0,0,0,,19,0,16,26,0,0,0,0,0,
2024-01-07,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,24,0,0,28,,32,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,20,0,15,28,0,0,0,0,0,
2024-01-14,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,20,0,0,23,,38,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,18,0,15,30,0,0,0,0,0,
2024-01-21,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,,38,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,23,0,17,31,0,0,0,0,0,
2024-01-28,0,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,39,0,0,0,24,0,0,29,,30,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,24,0,19,22,0,0,0,0,0,
2024-02-04,0,,0,0,0,9,0,0,0,0,0,0,0,0,0,0,32,0,0,0,15,0,0,0,,15,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,11,11,0,0,0,0,0,
2024-02-11,0,,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,38,,26,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,28,0,22,15,0,0,0,0,0,
2024-02-18,0,,0,0,0,38,0,0,0,0,0,0,0,0,0,0,35,0,0,0,24,0,0,47,,34,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,31,0,28,29,0,0,0,0,0,
2024-02-25,0,,0,0,0,68,0,0,0,0,0,0,0,0,0,0,32,0,0,0,36,0,0,34,,37,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,28,0,26,31,0,0,0,0,0,
2024-03-03,0,,0,0,0,60,100,0,0,0,0,0,0,0,0,0,56,0,0,0,53,0,0,50,,41,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,49,0,27,43,0,0,0,0,0,
2024-03-10,35,,0,0,0,100,0,0,0,0,0,0,0,0,0,31,59,0,0,0,78,0,0,51,,71,0,0,88,,0,0,0,0,0,,0,0,24,0,50,0,,39,0,25,48,0,0,0,0,0,
2024-03-17,0,,0,0,0,15,0,0,0,0,0,0,0,0,0,39,44,0,0,55,67,0,0,57,,91,0,0,0,,0,0,0,0,0,,0,79,21,0,0,0,,27,0,25,36,0,0,0,0,0,
2024-03-24,0,,0,0,0,12,0,0,0,0,0,0,59,0,0,0,36,0,0,0,40,0,0,53,,87,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,22,0,22,25,0,0,0,0,0,
2024-03-31,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,43,0,0,37,,54,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,14,0,11,21,0,0,0,0,0,
2024-04-07,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,27,100,0,35,,50,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,29,0,15,22,0,0,0,0,0,
2024-04-14,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,0,0,0,41,0,0,18,,45,0,0,0,,0,0,0,0,0,,0,0,23,0,0,0,,21,0,16,21,0,0,0,0,0,
2024-04-21,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,0,22,0,0,0,,32,0,0,0,,0,0,0,0,0,,0,0,36,0,0,0,,17,0,14,19,0,0,0,0,0,
2024-04-28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,0,0,0,32,0,0,20,,29,0,0,0,,0,0,0,0,0,,0,0,63,0,0,0,,19,0,20,15,0,0,0,0,0,
2024-05-05,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,31,0,0,0,,28,0,0,0,,0,0,0,0,0,,0,0,86,0,0,0,,16,0,17,15,0,0,0,0,0,
2024-05-12,0,,0,0,0,0,0,0,0,0,0,0,75,0,0,0,35,0,0,0,22,0,0,17,,29,0,0,0,,0,0,0,0,0,,0,0,52,0,0,0,,20,0,20,18,0,0,0,0,0,
2024-05-19,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,0,0,0,,19,0,0,0,,0,0,0,0,0,,0,0,28,0,55,0,,30,0,15,17,0,0,0,0,0,
2024-05-26,0,,0,0,0,4,0,0,0,0,0,0,65,0,0,0,13,0,0,0,34,0,0,0,,28,0,0,0,,0,0,0,0,0,,0,0,53,0,0,0,,22,39,18,25,0,0,0,0,0,
2024-06-02,0,,0,0,0,0,0,0,0,0,64,0,0,0,0,0,29,0,0,0,37,0,0,23,,24,0,0,0,,0,0,0,0,0,,0,0,25,0,0,0,,29,0,17,28,0,0,0,0,0,
2024-06-09,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,0,31,0,0,21,,34,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,34,52,16,21,0,0,0,0,0,
2024-06-16,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0,30,0,0,18,,38,0,0,0,,0,0,0,0,0,,0,0,30,0,0,0,,30,39,18,44,0,0,0,36,0,
2024-06-23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,0,0,0,26,0,0,21,,33,0,0,0,,0,0,0,0,0,,0,0,25,0,0,0,,20,0,14,32,0,0,0,0,0,
2024-06-30,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,44,31,0,0,0,36,0,0,22,,41,0,0,0,,0,0,0,0,0,,0,0,41,0,0,0,,25,0,14,37,0,0,0,0,0,
2024-07-07,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,29,28,0,0,0,35,0,0,0,,32,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,37,0,19,57,0,0,0,0,0,
2024-07-14,0,,0,0,0,8,0,0,0,0,0,0,0,0,0,36,35,0,0,0,24,0,0,35,,35,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,31,0,13,45,0,0,0,0,0,
2024-07-21,0,,0,0,0,3,0,0,0,0,0,0,0,0,0,30,28,0,0,0,20,0,0,20,,26,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,12,0,8,22,0,0,0,0,0,
2024-07-28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,26,0,0,0,22,0,0,22,,34,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,24,0,20,26,0,0,0,0,0,
2024-08-04,0,,0,0,0,4,0,0,0,0,0,0,0,0,55,0,63,0,0,0,35,0,0,36,,35,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,16,0,15,34,0,0,0,0,0,
2024-08-11,0,,0,0,0,3,0,0,0,0,0,0,0,0,49,0,32,0,0,0,36,0,0,23,,27,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,17,0,14,26,0,0,0,0,0,
2024-08-18,0,,0,0,0,0,0,0,0,0,0,0,0,0,51,0,23,0,0,67,29,0,0,0,,26,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,14,0,9,22,0,0,0,0,0,
2024-08-25,0,,0,0,0,3,0,0,0,0,0,0,0,0,63,0,40,0,0,0,20,0,0,0,,19,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,15,0,10,27,0,0,0,0,0,
2024-09-01,0,,0,0,0,0,0,0,0,0,0,0,0,0,45,0,27,0,0,0,24,0,0,0,,22,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,12,0,10,51,0,0,0,0,0,
2024-09-08,0,,0,0,0,0,0,0,0,77,0,0,0,0,39,0,17,0,0,0,14,0,0,0,,23,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,11,0,9,27,0,0,0,0,0,
2024-09-15,0,,0,0,0,0,0,0,0,0,0,0,63,0,74,0,27,0,0,0,15,0,0,0,,25,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,10,0,7,19,0,0,0,0,0,
2024-09-22,0,,0,0,0,4,0,0,0,0,0,0,0,0,100,0,20,0,0,0,20,0,0,17,,31,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,10,20,0,0,0,0,0,
2024-09-29,0,,0,0,0,0,0,0,0,0,0,0,0,0,55,0,24,0,0,0,34,0,0,21,,26,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,6,13,0,0,0,0,0,
2024-10-06,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,23,0,0,53,,45,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,13,0,7,19,0,0,0,0,0,
2024-10-13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,33,0,0,30,,37,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,15,0,10,26,0,0,0,0,0,
2024-10-20,0,,0,0,0,4,0,0,0,0,0,0,0,0,39,0,22,0,0,0,28,0,0,30,,30,0,0,0,,0,0,0,0,0,,0,0,20,0,0,0,,18,0,9,20,0,0,0,0,0,
2024-10-27,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17,0,0,0,,21,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,13,0,13,14,0,0,0,0,0,
2024-11-03,0,,0,0,0,0,0,0,0,0,0,0,0,71,0,0,26,0,0,0,15,0,0,19,,26,0,0,0,,0,0,0,0,0,,0,0,25,0,0,0,,17,0,11,17,0,0,0,0,0,
2024-11-10,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,23,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,27,0,0,0,,13,0,8,14,0,0,0,0,0,
2024-11-17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,30,0,0,0,,21,0,0,0,,0,0,0,0,0,,0,0,55,0,0,0,,15,0,7,19,0,0,0,0,0,
2024-11-24,0,,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,32,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,36,0,58,0,,11,0,9,12,0,0,0,0,0,
2024-12-01,0,,0,0,0,5,0,0,0,0,0,0,0,0,39,0,18,0,0,0,28,0,0,20,,33,0,0,0,,0,0,0,0,0,,0,0,28,0,0,0,,11,0,9,18,0,0,0,0,0,
2024-12-08,0,,0,0,0,4,0,0,0,0,0,0,0,0,48,0,23,0,0,0,19,0,0,19,,21,0,0,0,,0,0,0,0,0,,0,0,41,0,70,0,,9,0,8,14,0,0,0,0,0,
2024-12-15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,22,0,0,0,,24,0,0,0,,0,0,0,0,0,,0,0,42,0,0,0,,0,0,9,12,0,0,0,0,0,
2024-12-22,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,20,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,13,0,5,13,0,0,0,0,0,
2024-12-29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,19,0,0,0,,9,0,0,0,,0,0,0,0,0,,0,0,29,0,0,0,,9,0,7,17,0,0,0,0,0,
2025-01-05,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,0,0,0,23,0,0,0,,21,0,0,0,,0,0,0,0,0,,0,0,20,0,0,0,,15,0,10,16,0,0,0,0,0,
2025-01-12,0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0,22,0,0,0,20,0,0,0,,12,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,8,16,0,0,0,0,0,
2025-01-19,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,0,0,0,,8,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,7,14,0,0,0,0,0,
2025-01-26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,95,,0,0,0,6,0,0,0,0,0,
2025-02-02,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,0,0,0,23,0,0,0,,20,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,11,0,17,14,0,0,0,0,0,
2025-02-09,0,,0,0,0,5,0,0,0,0,0,0,0,0,55,0,22,0,0,0,27,0,0,0,,15,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,12,14,0,0,0,0,0,
2025-02-16,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,27,0,0,0,,16,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,14,0,12,17,0,0,0,0,0,
2025-02-23,0,,0,100,0,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,25,0,0,0,,14,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,6,16,0,0,0,0,0,
2025-03-02,0,,0,0,0,0,0,0,0,0,0,0,62,0,0,0,23,0,0,0,22,0,0,0,,21,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,8,19,0,0,0,0,0,
2025-03-09,0,,0,0,0,0,0,0,0,0,0,0,0,72,0,0,49,0,0,0,33,0,0,0,,15,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,9,15,0,0,0,0,0,
2025-03-16,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,21,0,0,35,,12,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,10,0,10,10,0,0,0,0,0,
2025-03-23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,13,0,0,0,,13,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,6,10,0,0,0,0,0,
2025-03-30,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,15,0,0,0,,9,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,7,11,0,0,0,0,0,
2025-04-06,0,,0,0,100,4,0,0,0,0,0,0,0,0,0,0,36,0,0,0,27,0,0,24,,35,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,14,58,11,17,0,0,0,0,0,
2025-04-13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,22,0,0,0,,20,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,10,9,0,0,0,0,0,
2025-04-20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,29,0,0,0,,16,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,6,9,0,0,0,0,0,
2025-04-27,0,,0,0,0,3,0,0,0,0,0,0,100,0,0,40,16,0,0,0,29,0,0,0,,19,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,11,8,0,0,0,0,0,
2025-05-04,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,22,,27,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,11,8,0,0,0,44,0,
2025-05-11,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,20,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,11,6,0,0,0,0,0,
2025-05-18,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,15,0,0,0,,0,0,0,0,0,,0,0,24,0,0,0,,0,0,6,6,0,0,0,0,0,
2025-05-25,70,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,,11,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,5,8,0,0,0,0,0,
2025-06-01,0,,0,0,0,0,0,0,0,0,0,0,0,83,0,0,18,0,0,0,30,0,0,0,,12,0,0,0,,0,0,0,0,0,,0,0,57,0,0,0,,0,0,6,5,0,0,0,0,0,
2025-06-08,0,,0,0,0,0,0,0,0,0,100,0,0,0,0,0,17,0,0,0,16,0,0,0,,15,0,0,0,,0,0,0,0,0,,0,0,37,0,0,0,,0,0,9,5,0,0,0,0,0,
2025-06-15,0,,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,0,,16,0,0,0,,0,0,0,0,0,,0,0,23,0,0,0,,0,0,6,5,0,0,0,0,0,
2025-06-22,38,,0,0,0,0,0,0,0,0,0,0,0,59,0,0,26,0,0,0,31,0,0,0,,11,0,0,0,,0,0,0,0,0,,0,0,43,0,0,0,,11,0,7,7,0,0,0,0,0,
2025-06-29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,21,0,0,0,,16,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,7,9,0,0,0,0,0,
2025-07-06,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,24,0,0,0,,6,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,7,7,0,0,0,0,0,
2025-07-13,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14,0,0,0,32,0,0,0,,9,0,0,0,,0,0,0,0,0,,0,0,27,0,0,0,,15,0,8,9,0,0,0,0,0,
2025-07-20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,,13,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,6,9,0,0,0,0,0,
2025-07-27,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,,14,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,15,11,0,0,0,0,0,
2025-08-03,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,,13,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,8,0,12,10,0,0,0,0,0,
2025-08-10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,,12,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,12,0,12,8,0,0,83,0,0,
2025-08-17,0,,0,0,0,0,0,0,0,0,0,0,79,0,0,0,15,0,0,0,23,0,0,0,,11,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,9,8,0,0,0,0,0,
2025-08-24,0,,0,0,0,4,0,0,0,0,0,0,0,61,0,0,16,0,0,0,18,0,0,0,,10,0,0,0,,0,0,0,0,0,,0,0,22,0,0,0,,14,0,8,10,0,0,0,0,0,
2025-08-31,47,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,22,0,0,0,,13,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,10,0,6,11,0,0,0,0,0,
2025-09-07,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,26,0,0,0,,12,0,0,0,,0,0,0,0,0,,0,0,24,0,0,0,,8,0,12,17,0,0,0,0,0,
2025-09-14,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,32,0,0,0,,8,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,11,0,8,13,63,0,0,0,0,
2025-09-21,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,16,0,0,0,,16,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,8,17,0,0,0,0,0,
2025-09-28,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,,11,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,6,18,0,0,0,0,0,
2025-10-05,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,,9,0,0,0,,0,0,0,0,0,,0,0,24,0,70,0,,0,0,9,15,0,0,0,0,0,
2025-10-12,0,,0,0,0,0,0,0,0,0,0,0,0,61,0,0,26,0,0,0,22,0,0,0,,18,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,11,16,0,0,0,0,0,
2025-10-19,42,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,29,0,0,0,34,0,0,0,,8,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,10,0,6,12,0,0,0,0,0,
2025-10-26,55,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,41,0,0,25,0,0,0,,11,0,0,0,,0,0,0,0,0,,0,0,20,0,0,0,,9,0,14,16,0,0,0,0,0,
2025-11-02,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,37,0,0,23,0,0,0,,13,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,13,0,29,12,0,0,0,0,0,
2025-11-09,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,0,19,0,0,0,,19,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,9,0,21,11,0,0,0,0,0,
2025-11-16,45,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,64,27,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,18,12,0,0,0,0,0,
2025-11-23,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,36,20,61,0,0,23,0,0,0,,7,0,0,0,,0,0,0,0,0,,0,0,32,0,0,0,,11,0,15,13,0,0,0,0,0,
2025-11-30,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,32,20,43,0,0,32,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,15,13,0,0,0,0,0,
2025-12-07,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,32,23,0,0,0,34,0,0,0,,12,0,0,0,,0,0,0,0,85,,0,0,0,0,0,0,,13,0,18,14,0,0,0,0,0,
2025-12-14,0,,0,0,67,4,0,0,0,0,0,0,0,0,0,0,34,38,0,0,27,0,0,0,,9,0,0,0,,0,0,0,0,0,,0,0,40,0,0,0,,0,0,11,14,0,0,0,0,0,
2025-12-21,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,34,0,0,0,,9,0,0,0,,0,0,0,0,0,,0,0,46,0,0,0,,0,0,12,13,0,0,0,0,0,
2025-12-28,0,,0,0,0,5,0,0,0,0,0,0,0,60,0,36,0,0,0,0,31,0,0,0,,13,0,0,0,,0,0,0,0,0,,0,0,28,0,0,0,,12,0,11,19,0,0,0,0,0,
2026-01-04,0,,0,0,0,8,0,0,0,0,0,0,0,74,0,44,22,0,0,0,36,0,0,0,,15,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,15,0,19,28,0,0,0,0,0,
2026-01-11,43,,0,0,0,16,0,0,0,0,0,0,0,88,0,43,36,0,0,0,38,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,10,0,16,30,0,0,0,0,0,
2026-01-18,0,,0,0,0,10,0,0,0,0,0,0,0,73,0,38,30,56,0,100,50,0,0,23,,21,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,15,0,17,35,0,0,0,0,0,
2026-01-25,0,,0,0,0,7,0,0,0,0,0,0,0,0,0,49,19,62,0,0,33,0,0,22,,16,0,0,0,,0,0,0,0,0,,0,0,19,0,59,0,,12,0,26,32,0,0,0,0,0,
2026-02-01,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,34,0,0,0,,22,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,15,0,46,22,0,0,0,0,0,
2026-02-08,0,,0,0,0,0,0,0,0,0,0,0,0,100,0,76,31,0,0,0,26,0,0,0,,17,0,0,0,,0,0,0,0,0,,0,0,0,0,60,0,,9,0,28,17,0,0,0,0,0,
2026-02-15,0,,0,0,0,0,0,0,0,0,0,0,0,79,0,0,16,53,0,0,15,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,12,8,0,0,0,0,0,
2026-02-22,58,,0,0,0,5,0,0,0,0,0,0,0,55,0,55,42,51,0,0,35,0,0,0,,24,0,0,0,,0,0,0,0,0,,0,0,22,0,0,0,,17,0,48,27,0,0,0,0,0,
2026-03-01,0,,0,0,0,4,0,0,0,0,0,0,0,90,49,93,31,39,0,0,42,0,0,0,,13,0,0,0,,0,0,0,0,0,,96,0,27,0,0,0,,12,0,29,28,0,0,0,0,0,
2026-03-08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,72,37,0,0,0,36,0,0,18,,12,0,0,0,,0,0,0,0,0,,0,0,0,0,52,0,,18,0,20,28,0,0,0,0,0,
2026-03-15,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,49,37,41,0,0,32,0,0,0,,16,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,16,0,26,27,0,0,0,0,0,
2026-03-22,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,57,30,0,0,0,30,0,0,0,,20,0,0,0,,0,0,0,0,0,,0,0,19,0,0,0,,13,0,21,20,0,0,0,0,0,
